"text","text_en","cmp_code","eu_code"
"Reform UK will secure Britain’s borders to protect wages,",NA,"701",NA
"our public services,",NA,"504",NA
"and British culture and values.",NA,"601.1",NA
"CRITICAL REFORMS NEEDED IN THE FIRST 100 DAYS:",NA,"H",NA
"Freeze Non-Essential Immigration",NA,"601.2",NA
"Strict limits on immigration are the only way to relieve the pressure on our housing, public services, increase wages and protect our culture, identity and values.",NA,"601.2",NA
"Essential skills, mainly around healthcare, must be the only exception.",NA,"601.2",NA
"Stop the Boats with our 4 Point Plan",NA,"601.2",NA
"Leave the European Convention on Human Rights.",NA,"110",NA
"Zero illegal immigrants to be resettled in the UK.",NA,"601.2",NA
"New Department of Immigration.",NA,"601.2",NA
"Pick up illegal migrants out of boats and take them back to France.",NA,"601.2",NA
"Secure Detention for all Illegal Migrants",NA,"601.2",NA
"All asylum seekers that arrive illegally from safe countries will be processed rapidly, offshore if necessary.",NA,"601.2",NA
"Those entering from a safe country will also be barred from claiming asylum or citizenship.",NA,"601.2",NA
"No legal aid for non-citizens.",NA,"601.2",NA
"Those rejected will be returned.",NA,"601.2",NA
"Immediate Deportation for Foreign Criminals",NA,"601.2",NA
"Deport foreign nationals immediately after their prison sentence ends.",NA,"601.2",NA
"Withdraw citizenship from immigrants who commit crime with the exception of some misdemeanour offences.",NA,"601.2",NA
"Bar Student Dependents Introduce new visa rules for international students that bar dependents.",NA,"601.2",NA
"Only international students with essential skills can remain in the UK.",NA,"601.2",NA
"Close down fake courses and immigration schemes that abuse the rules.",NA,"601.2",NA
"Stop Health Tourism and Immediate Access to Benefits",NA,"601.2",NA
"We will impose a requirement of 5 years residency and employment to claim any benefits in the UK.",NA,"601.2",NA
"Employer Immigration Tax",NA,"601.2",NA
"The National Insurance rate will be raised to 20% for foreign workers.",NA,"601.2",NA
"This would incentivise businesses to employ British citizens whose National Insurance rate would stay at 13.8%.",NA,"601.2",NA
"Essential foreign health and care workers would be exempt from the tax,",NA,"602.2",NA
"as would businesses who employ 5 staff members and under.",NA,"402",NA
"This would boost wages",NA,"701",NA
"and could raise more than £20 billion over five years to pay for apprenticeships and training for young Brits.",NA,"411",NA
"“Securing our borders to boost your wages and protect public services and British culture and values.”",NA,NA,NA
"IMMIGRATION PLEDGES SAVINGS = £5-10 BILLION PA EMPLOYER IMMIGRATION TAX = £4BN PA",NA,NA,NA
"SLASH GOVERNMENT WASTE",NA,"H",NA
"Government Spending Needs Major Reform",NA,"H",NA
"Reform UK will slash wasteful spending to increase funding for frontline public services",NA,"504",NA
"and reduce taxes for working people.",NA,"701",NA
"CRITICAL REFORMS NEEDED IN THE FIRST 100 DAYS:",NA,"H",NA
"Bank of England Must Stop Paying Interest to Commercial Banks on QE Reserves",NA,"303",NA
"This approach would save around £35 billion per year and has been endorsed by senior figures at the Financial Times, New Economics Foundation, and IFS, as well as two former Deputy Governors of the Bank of England.",NA,"303",NA
"Save £5 in every £100",NA,"303",NA
"Every department must slash wasteful spending, cut bureaucracy, improve efficiency and negotiate better value procurement without touching frontline services.",NA,"303",NA
"This will save £50 billion per year, ensure tax cuts and boost our economy.",NA,"303",NA
"Brexit Bonus.",NA,"110",NA
"Cut Unnecessary Regulations",NA,"110",NA
"Britain still retains over 6,700 EU laws.",NA,"110",NA
"Government red tape and nanny state regulations are estimated to have cost the UK economy £143 billion since 2015.",NA,"401",NA
"That means £ billions lost in growth and taxes.",NA,"401",NA
"Cut Foreign Aid by 50% Save £6 billion from the £12.8 billion budget.",NA,"109",NA
"A major review is needed into the effectiveness of overseas aid.",NA,"109",NA
"That includes global quangos to which we pay over £7 billion every year.",NA,"109",NA
"Collect £ Billions in Unpaid Tax HM",NA,"303",NA
"Revenue and Customs failed to collect tens of billions in taxes last year due to understaffing and bad management.",NA,"303",NA
"Improved HMRC competence would deliver lower taxes to British workers.",NA,"701",NA
"“Reform UK will make sure taxpayers’ money is never wasted.”",NA,NA,NA
"SLASH GOVERNMENT WASTE: POTENTIAL SAVINGS = £91 BILLION PA",NA,NA,NA
"ECONOMY – PERSONAL",NA,"H",NA
"Our Economy Needs Reform",NA,"H",NA
"Reform UK will make work pay and help the unemployed to escape the benefits trap.",NA,"701",NA
"CRITICAL REFORMS NEEDED IN THE FIRST 100 DAYS:",NA,"H",NA
"Make Work Pay.",NA,"701",NA
"Lift the Income Tax Start Point to £20,000 Per Year",NA,"701",NA
"This frees up to 7 million people from paying Income Tax",NA,"701",NA
"and saves every worker almost £1,500 per year.",NA,"701",NA
"Basic Tax rate stays at 20%.",NA,"701",NA
"The higher rate should begin at £70,000.",NA,"701",NA
"Cut Energy Taxes, Beat the Cost-of-Living Crisis",NA,"503",NA
"Save households over £500 per year.",NA,"503",NA
"Lower fuel duty by 20p per litre for both residential and business users.",NA,"409",NA
"Scrap VAT on energy bills.",NA,"409",NA
"Scrap environmental levies.",NA,"401",NA
"Cut Residential Stamp Duty",NA,"409",NA
"Substantially boost economic activity and housebuilding by cutting Stamp Duty to 0% below £750k.",NA,"402",NA
"Cut it to 2% from £750k - £1.5m and cut it to 4% over £1.5m.",NA,"402",NA
"Abolish the VAT Tourist Tax",NA,"402",NA
"The government has cost our economy over £10 billion when they stopped the VAT refund scheme for tourist shopping.",NA,"402",NA
"This also deterred up to 2 million tourists.",NA,"402",NA
"Abolish Inheritance Tax (IHT) for all Estates Under £2m",NA,"503",NA
"That means some 98% of all estates.",NA,"503",NA
"The rate above £2m will be 20% tax, with the option to donate to charity instead.",NA,"409",NA
"“Reform UK will take 7 million people out of Income Tax.”",NA,NA,NA
"ECONOMY - PERSONAL PLEDGES COSTS = £70 BILLION PA",NA,NA,NA
"ECONOMY - BUSINESS",NA,"H",NA
"Our Economy Needs Reform",NA,"H",NA
"Reform UK will back risk takers and wealth creators and make sure that Britain is open for business.",NA,"402",NA
"CRITICAL REFORMS NEEDED IN THE FIRST 100 DAYS:",NA,"H",NA
"Free Over 1.2 Million Small and Medium Sized Businesses from Corporation Tax",NA,"402",NA
"Lift the minimum profit threshold to £100k.",NA,"402",NA
"Reduce the main Corporation Tax Rate from 25% to 20%, then to 15% from Year 3.",NA,"402",NA
"Abolish IR35 Rules to Support Sole Traders",NA,"402",NA
"Britain’s self-employed often work longer hours and take more risks.",NA,"402",NA
"Many have no pension and receive no sick pay.",NA,"402",NA
"Lift the VAT Threshold to £150,000",NA,"402",NA
"Free up small entrepreneurs from red tape.",NA,"402",NA
"Thereafter:",NA,"H",NA
"Support Small and Medium Sized Enterprises (SMEs)",NA,"402",NA
"Abolish Business Rates for high street based SMEs.",NA,"402",NA
"Offset this with Online Delivery Tax at 4% for large, multinational enterprises to create a fairer playing field for high streets.",NA,"403",NA
"Cut entrepreneurs’ tax to 5%.",NA,"402",NA
"Reform the Planning System",NA,"303",NA
"Fast-track new housing on brownfield sites",NA,"303",NA
"and infrastructure projects to boost businesses, especially in coastal regeneration areas, Wales, the North, and the Midlands.",NA,"410",NA
"Slash Red Tape to Boost Industry and Exports",NA,"401",NA
"Scrap thousands of laws that hold back British business and damage productivity, including employment laws.",NA,"401",NA
"We must make it easier to hire and fire so that businesses can grow.",NA,"401",NA
"Reform the Tax System",NA,"303",NA
"Major simplification is needed.",NA,"303",NA
"At over 21,000 pages, the UK’s tax code is a burden.",NA,"303",NA
"Hong Kong’s tax code is under 500 pages.",NA,"303",NA
"“Reform UK will back risk takers and wealth creators.”",NA,NA,NA
"ECONOMY - BUSINESS PLEDGES COSTS = £18 BILLION PA",NA,NA,NA
"NHS",NA,"H",NA
"The NHS Needs Urgent Reform",NA,"H",NA
"Despite record extra funding in recent years, NHS healthcare outcomes have declined.",NA,"504",NA
"While still free at the point of delivery, our healthcare needs major reforms to improve results and enjoy zero waiting lists.",NA,"504",NA
"CRITICAL REFORMS NEEDED IN THE FIRST 100 DAYS:",NA,"H",NA
"End Doctor and Nurse Shortages",NA,"504",NA
"All frontline NHS and social care staff to pay zero basic rate tax for 3 years.",NA,"504",NA
"This will help retain existing staff and attract many who have left to return.",NA,"504",NA
"End training caps for all UK medical students.",NA,"504",NA
"Write off student fees pro rata per year over 10 years of NHS service for all doctors, nurses and medical staff.",NA,"504",NA
"Use Independent Healthcare Capacity",NA,"505",NA
"We will harness independent and not-for-profit health provision in the UK and overseas.",NA,"505",NA
"Tax Relief of 20% on all Private Healthcare and Insurance",NA,"505",NA
"This will improve care for all by relieving pressure on the NHS.",NA,"505",NA
"Those who rely on the NHS will enjoy faster, better care.",NA,"504",NA
"Independent healthcare capacity will grow rapidly, providing competition and reducing costs.",NA,"505",NA
"Thereafter:",NA,"H",NA
"Put Patients in Charge With a New NHS Voucher Scheme",NA,"504",NA
"NHS Patients will receive a voucher for private treatment if they can’t see a GP within 3 days.",NA,"504",NA
"For a consultant it would be 3 weeks.",NA,"504",NA
"For an operation, 9 weeks.",NA,"504",NA
"Services will always be free at the point of use.",NA,"504",NA
"Improve Efficiency.",NA,"505",NA
"Cut Waste and Unnecessary Managers",NA,"505",NA
"Operating theatres must be open on weekends.",NA,"504",NA
"Rotas must be planned further in advance.",NA,"504",NA
"Nail down better prices using economies of scale.",NA,"505",NA
"Review all NHS Private Finance Contracts for significant savings potential.",NA,"505",NA
"Charge those who fail to attend medical appointments without notice.",NA,"505",NA
"Abolish the NHS Race and Health Observatory.",NA,"505",NA
"Save A&E",NA,"504",NA
"Cut waiting times with a campaign of ‘Pharmacy First, GP Second, A&E Last’.",NA,"504",NA
"We will offer tax incentives for new pharmacies and those who employ more staff to assist in relieving pressure on A&E.",NA,"402",NA
"Excess Deaths and Vaccine Harms Public Inquiry",NA,"303",NA
"Excess deaths are nearly as high as they were during the Covid pandemic.",NA,"303",NA
"Young people are over-represented.",NA,"706",NA
"“Patients first. Rapid care. Cutting waste - an NHS to be proud of again.”",NA,NA,NA
"NHS PLEDGES COSTS = £17 BILLION PA",NA,NA,NA
"NET ZERO",NA,"H",NA
"Net Zero is Crippling our Economy",NA,"H",NA
"Net Zero is pushing up bills, damaging British industries like steel, and making us less secure.",NA,"410",NA
"We can protect our environment with more tree planting, more recycling and less single use plastics.",NA,"501",NA
"New technology will help, but we must not impoverish ourselves in pursuit of unaffordable, unachievable global CO2 targets.",NA,"410",NA
"CRITICAL REFORMS NEEDED IN THE FIRST 100 DAYS:",NA,"H",NA
"Scrap Net Zero and Related Subsidies",NA,"410",NA
"Ditching Net Zero could save the public sector over £30 billion per year for the next 25 years.",NA,"410",NA
"Scrap Annual £10 Billion of Renewable Energy Subsidies",NA,"410",NA
"Achieve this through equivalent taxes on them.",NA,"410",NA
"Renewables are not cheaper.",NA,"410",NA
"Our bills have increased dramatically in line with the huge increase in renewables capacity over the last 15 years.",NA,"410",NA
"Cheap, Secure Energy for Britain",NA,"410",NA
"Start fast-track licences of North Sea gas and oil.",NA,"402",NA
"Grant shale gas licences on test sites for 2 years.",NA,"402",NA
"Enable major production when safety is proven, with local compensation schemes.",NA,"402",NA
"Thereafter:",NA,"H",NA
"Cleaner Energy from New Technology",NA,"416.2",NA
"Fast-track clean nuclear energy with new Small Modular Reactors, built in Britain.",NA,"402",NA
"Increase and incentivise ethical UK lithium mining for electric batteries, combined cycle gas turbines  clean synthetic fuel, tidal power and explore clean coal mining.",NA,"402",NA
"“Reform UK will scrap Net Zero to cut bills and restore growth.”",NA,NA,NA
"NET ZERO PLEDGES SAVINGS = £30 BILLION PA",NA,NA,NA
"POLICING",NA,"H",NA
"Law and Order Urgently Needs Reform",NA,"H",NA
"Reform UK will restore Law and Order on Britain’s streets and make sure that criminals face justice.",NA,"605.1",NA
"CRITICAL REFORMS NEEDED IN THE FIRST 100 DAYS:",NA,"H",NA
"Commence Increase in Police Numbers",NA,"605.1",NA
"Recruitment to increase UK per capita police numbers to 300 per 100k population.",NA,"605.1",NA
"That is 40,000 new front-line officers, over a 5-year parliament.",NA,"605.1",NA
"Commence Zero Tolerance Policing",NA,"605.1",NA
"Clampdown on all crime and antisocial behaviour.",NA,"605.1",NA
"Increase Stop and Search substantially.",NA,"605.1",NA
"Prison for violent crimes and possessing a knife.",NA,"605.1",NA
"Drug dealing and trafficking will get mandatory life imprisonment.",NA,"605.1",NA
"A new offence of Substantial Possession of Drugs will meet heavy fines.",NA,"605.1",NA
"New Police Leadership and Recruitment Regime",NA,"605.1",NA
"Strong preference for ex-military officers and personnel.",NA,"605.1",NA
"High standards of fitness and presentation for front line officers.",NA,"605.1",NA
"Sack Chief Constables that allow two-tier policing.",NA,"503",NA
"More Bobbies on the Beat",NA,"605.1",NA
"Ensure that police return to the beat and use better technology and stop wasting time on paperwork.",NA,"605.1",NA
"Allow PCSOs to become police officers before the role is phased out.",NA,"605.1",NA
"Common Sense Policing not ‘Woke’ Policing",NA,"605.1",NA
"Scrap all Diversity, Equality and Inclusion (DE&I) roles and regulations to stop two-tier policing.",NA,"605.1",NA
"Overhaul the Independent Office of Police Conduct (IOPC) so that the police complaints system becomes more accountable and works for the lawabiding public.",NA,"303",NA
"Thereafter:",NA,"H",NA
"De-Politicise the College of Policing",NA,"605.1",NA
"Prioritise crime prevention, discipline, public service and high standards of strength and fitness among trainees.",NA,"605.1",NA
"Replace degree-standard entry with an entrance exam.",NA,"605.1",NA
"Require officers to complete a 2-year probationary period.",NA,"605.1",NA
"Stricter entry requirements.",NA,"605.1",NA
"“Zero tolerance policing. More police, higher standards”",NA,NA,NA
"POLICING PLEDGES COSTS = £3 BILLION PA",NA,NA,NA
"JUSTICE",NA,"H",NA
"Our Justice System Needs Reform",NA,"H",NA
"Reform UK will build a common sense justice system that punishes criminals and keeps the public safe.",NA,"605.1",NA
"CRITICAL REFORMS NEEDED IN THE FIRST 100 DAYS:",NA,"H",NA
"Urgent Sentencing Review with Automatic Life Imprisonment for Violent Repeat Offenders",NA,"605.1",NA
"Those committing second violent or serious offences will receive mandatory life sentences.",NA,"605.1",NA
"Increase the Criminal Justice Budget",NA,"605.1",NA
"The budget is almost the same as it was 10 years ago.",NA,"605.1",NA
"Increase it from £10 billion to £12 billion to ensure more high calibre staff to cut delays.",NA,"605.1",NA
"Reopen local magistrates’ courts to clear the case backlog.",NA,"605.1",NA
"Change the Definition of Hate Crime",NA,"605.2",NA
"The CPS and police definition of a hate crime has led to systemic bias.",NA,"605.2",NA
"Members of the British public must not be investigated because ‘any’ person ‘perceives’ that a hate crime has been committed.",NA,"605.2",NA
"Start Building of 10,000 New Detention Places",NA,"605.1",NA
"Start expansion in capacity of state built and managed prisons so that life means life for those who endanger the public.",NA,"605.1",NA
"Commission disused military bases if needed.",NA,"605.1",NA
"Thereafter:",NA,"H",NA
"Reform the Child Maintenance Service",NA,"605.1",NA
"We will launch a special division of the Family Court for maintenance and defaults.",NA,"605.1",NA
"Share parental care 50/50 where appropriate.",NA,"503",NA
"Rights of access for grandparents.",NA,"503",NA
"Stop Child Grooming Gangs",NA,"605.1",NA
"Deport offenders holding dual citizenship.",NA,"605.1",NA
"Make child grooming an aggravating offence.",NA,"605.1",NA
"Improve safeguarding of victims and vulnerable.",NA,"504",NA
"No bail for grooming gang offenders.",NA,"605.1",NA
"Tackle Youth Crime",NA,"605.1",NA
"Reopen High Intensity Training Camps for young offenders to teach basic education, teamwork and values.",NA,"504",NA
"“Reform UK will make sure that criminals face justice.”",NA,NA,NA
"JUSTICE PLEDGES COSTS = £2 BILLION PA",NA,NA,NA
"EDUCATION",NA,"H",NA
"Too Many Children and Young People are Being Badly Let Down",NA,"H",NA
"Reform UK wants an education system that ensures young people are proud of Britain and learn the skills, character and values to succeed in life.",NA,"601.1",NA
"CRITICAL REFORMS NEEDED IN THE FIRST 100 DAYS:",NA,"H",NA
"A Patriotic Curriculum in Primary and Secondary Schools",NA,"601.1",NA
"Any teaching about a period or example of British or European imperialism or slavery must be paired with the teaching of a non-European occurrence of the same to ensure balance.",NA,"601.1",NA
"History and social science curriculum to be reviewed and audited regularly to ensure balance.",NA,"601.1",NA
"Our children must be taught about their heritage.",NA,"601.1",NA
"Ban Transgender Ideology in Primary and Secondary Schools",NA,"603",NA
"No gender questioning, social transitioning or pronoun swapping.",NA,"603",NA
"Inform parents of under 16s about their children’s life decisions.",NA,"603",NA
"Schools must have single sex facilities.",NA,"603",NA
"Tax relief of 20% on all Independent Education",NA,"507",NA
"No VAT on Fees.",NA,"507",NA
"If parents can afford to pay a bit more, we should incentivise them to choose independent schools.",NA,"507",NA
"This will significantly ease pressure on state schools and improve education for all.",NA,"507",NA
"Scrap Interest on Student Loans",NA,"506",NA
"Extend loan capital repayment periods to 45 years.",NA,"506",NA
"Restrict undergraduate numbers well below current levels, too many courses are not good enough and students are being ripped off.",NA,"507",NA
"Enforce minimum entry standards.",NA,"507",NA
"Thereafter:",NA,"H",NA
"Cut Funding to Universities that Undermine Free Speech",NA,"201.1",NA
"The government’s Free Speech Act is toothless.",NA,"201.1",NA
"Allowing political bias or cancel culture must face heavy financial penalties.",NA,"201.1",NA
"Permanent Exclusions for Violent and Disruptive Students",NA,"506",NA
"We will double the number of Pupil Referral Units (PRUs) so schools can function safely.",NA,"506",NA
"We will also ensure that best practice is spread across PRUs.",NA,"506",NA
"Universities Must Provide 2-Year Undergraduate Courses",NA,"506",NA
"The option of 2-year courses would reduce student debt and allow earlier entry into employment to help pay it off.",NA,"503",NA
"“Education that nurtures skills, character and values - not a divided society.”",NA,NA,NA
"EDUCATION PLEDGES COSTS = £5 BILLION PA",NA,NA,NA
"BENEFITS",NA,"H",NA
"The Benefits System is Broken",NA,"H",NA
"Reform UK will ensure those who can work do work.",NA,"505",NA
"CRITICAL REFORMS NEEDED IN THE FIRST 100 DAYS:",NA,"H",NA
"Make Work Pay",NA,"701",NA
"Lifting the Income Tax start point to £20,000 per year means an extra £1,500 per year.",NA,"503",NA
"This would be a key incentive for those on benefits to find work.",NA,"701",NA
"Motivate up to 2 million People Back to Work",NA,"701",NA
"Reforms to benefit support and training will help people back into work.",NA,"504",NA
"Particular focus on 16-34 year olds.",NA,"504",NA
"Employment is critical to improving mental health.",NA,"701",NA
"Tax relief for businesses that undertake apprenticeships.",NA,"402",NA
"Enforce a 2-Strike Rule for Job Offers",NA,"505",NA
"All job seekers and those fit to work must find employment within 4 months or accept a job after 2 offers.",NA,"505",NA
"Otherwise, benefits are withdrawn.",NA,"505",NA
"Face to Face, Not Remote Assessments for Benefits",NA,"505",NA
"Personal Independence Payment and Work Capability Assessment should be face to face.",NA,"505",NA
"We will require independent medical assessments to prove eligibility for payments.",NA,"505",NA
"Those registered with severe disabilities or serious long-term illnesses would be exempt from regular checks.",NA,"503",NA
"“In Britain, if you can work, you must work.”",NA,NA,NA
"BENEFITS PLEDGES SAVINGS = £15 BILLION PA",NA,NA,NA
"BREXIT",NA,"H",NA
"Brexit Means Taking Back Control of our Borders, Money and Laws",NA,"H",NA
"Reform UK will do what the Tories have failed to - grasp the huge opportunities of Brexit",NA,"110",NA
"CRITICAL REFORMS NEEDED IN THE FIRST 100 DAYS:",NA,"H",NA
"Legislate to Scrap EU Regulations with Immediate Effect",NA,"110",NA
"Britain still has over 6,700 retained EU laws, which we will rescind.",NA,"110",NA
"British laws on State Aid, Competition, Employment, Net Zero and the Environment are still based on EU regulations.",NA,"110",NA
"Abandon the Windsor Framework",NA,"110",NA
"This is worse than the original Northern Ireland Protocol.",NA,"110",NA
"The UK has been partitioned down the Irish Sea.",NA,"110",NA
"Northern Ireland is still in the EU’s single market for goods.",NA,"110",NA
"It is unacceptable that British citizens in Northern Ireland are being ruled by EU laws.",NA,"110",NA
"Thereafter: Independence for Britain’s Armed Forces",NA,"110",NA
"The government has signed up to the EU Horizon programme.",NA,"110",NA
"That means we send money to the European Defence Fund and part of the EU’s military mobility project.",NA,"110",NA
"Our Armed Forces are at risk of being sucked into an EU Command and Control Force.",NA,"110",NA
"Prepare for Renegotiations on the EU Trade and Cooperation Agreement A so-called EU ‘level playing field’ is holding us back.",NA,"110",NA
"“Reform UK will unlock the major opportunities of Brexit.”",NA,NA,NA
"DEFENCE",NA,"H",NA
"Britain has some of the Best and Bravest Armed Forces in the World",NA,"H",NA
"Reform UK will ensure our servicemen and women have the resources they need to defend our nation",NA,"104",NA
"and that they are respected and supported after they leave the services.",NA,"104",NA
"CRITICAL REFORMS NEEDED IN THE FIRST 100 DAYS:",NA,"H",NA
"Increase Defence Spending to 2.5% of National GDP by year 3, then 3% within 6 years",NA,"104",NA
"This will increase the size and capacity of our armed forces and ensure our lead role in NATO.",NA,"104",NA
"It will also improve equipment, quality of life for services personnel and boost morale in military communities.",NA,"104",NA
"Introduce Urgent Pay Review",NA,"104",NA
"Increase basic pay across our armed forces to boost recruitment and retention.",NA,"104",NA
"It is unacceptable that a private soldier is paid less than an Amazon worker.",NA,"104",NA
"Introduce new Armed Forces Justice Bill",NA,"104",NA
"Protect our servicemen and women on active duty inside and outside the UK from civil law and human rights lawyers.",NA,"104",NA
"The bill will also create an armed forces watchdog to fast-track complaints and appeals in housing and welfare.",NA,"104",NA
"New, Dedicated Ministerial Department for Veterans",NA,"104",NA
"A properly funded and resourced whole department is essential to guarantee no veteran goes without",NA,"104",NA
"and that our former servicemen and women play a leading role in our society and economy.",NA,"104",NA
"Thereafter:",NA,"H",NA
"Recruit 30,000 for the army",NA,"104",NA
"Military national service for 30,000 young people for one year is not the answer.",NA,"104",NA
"We need to recruit 30,000 to join the army full time",NA,"104",NA
"Regenerate Britain’s Defence Manufacturing and Technology",NA,"104",NA
"Introduce incentives and tax breaks to boost the UK defence industry.",NA,"104",NA
"Improve equipment selfsufficiency and manufacture world class products for export.",NA,"104",NA
"Reform Defence Procurement",NA,"104",NA
"Launch a Joint Acquisition Corp to ensure world class procurement.",NA,"104",NA
"The Ministry of Defence must listen to soldiers on the front line and ensure they get the equipment they need.",NA,"104",NA
