"text","text_en","cmp_code","eu_code"
"We need to empower people to develop new skills so that they can thrive in the technologies and industries that are key to Britain’s economic future.",NA,"411",NA
"Both the Conservatives and Labour are stuck pursuing 20th century solutions to this new challenge.",NA,"305.1",NA
"Only the Liberal Democrats are embracing the future, championing flexible lifelong learning that gives people the power to follow the path that best suits their ability.",NA,"305.1",NA
"We will:  Introduce new Skills Wallets for every adult in England, giving them £10,000 to spend on education and training throughout their lives:",NA,"411",NA
"The government will put in £4,000 at age 25, £3,000 at age 40 and £3,000 at age 55.",NA,"411",NA
"Individuals, their employers and local government will be able to make additional payments into the wallets.",NA,"411",NA
"Individuals can choose how and when to spend this money on a range of approved education and training courses from providers who are regulated and monitored by the Office for Students.",NA,"411",NA
"Individuals will have access to free careers guidance to help them to decide how to spend the money in their Skills Wallets.",NA,"411",NA
"Government will work with industry to identify skills needs and to evaluate and certify courses.",NA,"411",NA
"Expand the apprenticeship levy into a wider ‘Skills and Training Levy’ to help prepare the UK’s workforce for the economic challenges ahead",NA,"411",NA
"with 25 per cent of the funds raised by the levy going into a ‘Social Mobility Fund’ targeted at areas with the greatest skill needs.",NA,"411",NA
"Develop National Colleges as national centres of expertise for key sectors, such as renewable energy,",NA,"411",NA
"to deliver the high-level vocational skills that businesses need.",NA,"411",NA
