"text","text_en","cmp_code","eu_code"
"Peace and security are hard earned.",NA,"104",NA
"They require constant vigilance.",NA,"104",NA
"Over the last 14 years geopolitical tensions have risen, while the Conservatives have hollowed out our armed forces.",NA,"104",NA
"Now Putin is attempting to break European security with his full-scale invasion of Ukraine.",NA,"104",NA
"Labour will meet this challenge by strengthening our armed forces and protecting our national security.",NA,"104",NA
"The first duty of any government is to keep the country safe",NA,NA,NA
"Our commitment to the UK’s nuclear deterrent is absolute.",NA,"104",NA
"It is a vital safeguard for the UK and our NATO allies.",NA,"104",NA
"As the party that founded NATO, we maintain our unshakeable commitment to the alliance, and we will apply a NATO test to major defence programmes to ensure we meet our obligations in full.",NA,"104",NA
"In recent years, threats to our safety and security have multiplied and diversified.",NA,"104",NA
"Alongside greater conventional threats, we are faced with the growing emergence of hybrid warfare, including cyber-attacks and misinformation campaigns which seek to subvert our democracy.",NA,"104",NA
"To ensure the UK is fully prepared to deal with these interconnected threats, Labour will conduct a Strategic Defence Review within our first year in government, and we will set out the path to spending 2.5 per cent of GDP on defence.",NA,"104",NA
"From the Skripal poisonings to assassination plots by the Iranian Islamic Revolutionary Guard Corps, threats from hostile states or statesponsored groups are on the rise, but Britain lacks a comprehensive framework to protect us.",NA,"104",NA
"Labour will take the approach used for dealing with non-state terrorism and adapt it to deal with state-based domestic security threats.",NA,"104",NA
"Terrorism remains a significant threat.",NA,"104",NA
"Labour will bring in ‘Martyn’s Law’ to strengthen the security of public events and venues.",NA,"605.1",NA
"We will update the rules around counterextremism, including online, to stop people being radicalised and drawn towards hateful ideologies.",NA,"605.1",NA
"Labour will also ensure the police and intelligence services have the powers and resources they need to protect the British people from terrorism and hostile espionage.",NA,"605.1",NA
"STRONG FOUNDATIONS",NA,"H",NA
"SECURE BORDERS",NA,"H",NA
"Britain is a tolerant and compassionate country.",NA,"601.1",NA
"We have a proud tradition of welcoming people fleeing persecution and abuse.",NA,"201.2",NA
"Schemes like Homes for Ukraine, Hong Kong humanitarian visas, and the Syrian resettlement programme have provided important routes for refugees seeking sanctuary.",NA,"201.2",NA
"But the system needs to be controlled and managed and we need strong borders.",NA,"601.2",NA
"The small boats crisis, fuelled by dangerous criminal smuggler gangs, is undermining our security and costing lives.",NA,"601.2",NA
"Rather than a serious plan to confront this crisis, the Conservatives have offered nothing but desperate gimmicks.",NA,"305.1",NA
"Their flagship policy – to fly a tiny number of asylum seekers to Rwanda – has already cost hundreds of millions of pounds.",NA,"305.1",NA
"Even if it got off the ground, this scheme can only address fewer than one per cent of the asylum seekers arriving.",NA,"305.1",NA
"It cannot work.",NA,"305.1",NA
"Chaos in the Channel has been matched by chaos at home.",NA,"305.1",NA
"The Conservatives’ unworkable laws have created a ‘perma-backlog’ of tens of thousands of asylum seekers, who are indefinitely staying in hotels costing the taxpayer millions of pounds every week.",NA,"305.1",NA
"Labour will stop the chaos and go after the criminal gangs who trade in driving this crisis.",NA,"605.1",NA
"We will create a new Border Security Command, with hundreds of new investigators, intelligence officers, and cross-border police officers.",NA,"605.1",NA
"This will be funded by ending the wasteful Migration and Economic Development partnership with Rwanda.",NA,"305.1",NA
"This new Command will work internationally and be supported by new counter-terrorism style powers, to pursue, disrupt, and arrest those responsible for the vile trade.",NA,"605.1",NA
"We will seek a new security agreement with the EU to ensure access to real-time intelligence and enable our policing teams to lead joint investigations with their European counterparts.",NA,"108",NA
"Labour will stop the chaos and go after the criminal gangs",NA,NA,NA
"Labour will turn the page and restore order to the asylum system so that it operates swiftly, firmly, and fairly; and the rules are properly enforced.",NA,"305.1",NA
"We will hire additional caseworkers to clear the Conservatives’ backlog and end asylum hotels, saving the taxpayer billions of pounds.",NA,"303",NA
"Labour will set up a new returns and enforcement unit, with an additional 1,000 staff, to fast-track removals to safe countries for people who do not have the right to stay here.",NA,"601.2",NA
"We will negotiate additional returns arrangements to speed up returns",NA,"601.2",NA
"and increase the number of safe countries that failed asylum seekers can swiftly be sent back to.",NA,"601.2",NA
"And we will also act upstream, working with international partners to address the humanitarian crises which lead people to flee their homes,",NA,"201.2",NA
"and to strengthen support for refugees in their home region.",NA,"201.2",NA
"ECONOMIC STABILITY",NA,"H",NA
"Every commitment a Labour government makes will be based on sound money and economic stability.",NA,"414",NA
"This is a non-negotiable principle for our changed Labour Party.",NA,"414",NA
"Siren voices may claim that there are no limits on what government can spend, or that tax cuts pay for themselves.",NA,"414",NA
"We reject this flawed ideology that was tested to destruction by the disastrous Conservative ‘mini budget’.",NA,"414",NA
"The British people are still paying the price of those unfunded commitments through higher mortgage costs, and taxpayers continue to foot the bill through higher interest payments, meaning less money for investment and public services.",NA,"414",NA
"The impact was not confined to these shores.",NA,"414",NA
"The Conservatives’ recklessness sent a signal of instability across the world that damaged our standing, making Britain a less attractive place for business to invest.",NA,"414",NA
"The chaos is not over.",NA,"414",NA
"The desperate Conservatives have now made yet more unfunded tax cuts and spending promises at a scale beyond the ‘mini budget’.",NA,"414",NA
"This would be devastating for families across the country.",NA,"503",NA
"Labour will turn the page on this economic chaos.",NA,"414",NA
"Our approach is based on strong fiscal rules which will govern every single decision we make in government.",NA,"414",NA
"Our fiscal rules are that: The current budget moves into balance, so that day-to-day costs are met by revenues",NA,"414",NA
"Debt must be falling as a share of the economy by the fifth year of the forecast.",NA,"414",NA
"These rules allow for prudent investment in our economy.",NA,"410",NA
"This represents a clear break from the Conservatives who have created an incentive to cut investment;",NA,"410",NA
"a short-term approach that ignores the importance of growing the economy.",NA,"410",NA
"Labour will strike a balance between prioritising investment and the urgent need to rebuild our public finances.",NA,"414",NA
"There will be no return to austerity.",NA,"410",NA
"Unlike the Conservatives, Labour will never sideline the Office for Budget Responsibility (OBR) for political convenience.",NA,"414",NA
"Instead, we will strengthen the role of the OBR.",NA,"414",NA
"Every fiscal event making significant changes to taxation or spending will be subject to an independent OBR forecast.",NA,"414",NA
"Labour will safeguard taxpayers’ money.",NA,"503",NA
"We will end the link between access to ministers and an inside track for public contracts.",NA,"304",NA
"We will appoint a fixed-term Covid Corruption Commissioner and use every means possible to recoup public money lost in pandemicrelated fraud and from contracts which have not delivered.",NA,"304",NA
"And we will not tolerate fraud or waste anywhere, whether in social security or the excessive use of consultants.",NA,"304",NA
"Alongside strong national finances, Britain needs resilient family finances too.",NA,"503",NA
"The Conservatives have left families struggling with the cost of living.",NA,"503",NA
"Labour will take action to support families, by tackling the underlying causes of the crisis.",NA,"503",NA
"Our approach is based on strong fiscal rules which govern every single decision we make in government",NA,NA,NA
"We will bring down the cost of energy.",NA,"403",NA
"We will reduce food prices by removing barriers to businesses trading.",NA,"403",NA
"We will make housing more affordable,",NA,"403",NA
"expand access to childcare,",NA,"504",NA
"and make work pay.",NA,"701",NA
"We will support families with children by introducing free breakfast clubs in every primary school.",NA,"504",NA
"Labour will also keep mortgage rates as low as possible,",NA,"403",NA
"with a strong, independent Bank of England – which will continue to target stable inflation of 2 per cent.",NA,"414",NA
"We will bring down the cost of energy. We will reduce prices by removing barriers to businesses trading. We will make housing more affordable, expand access to childcare, and make work pay",NA,NA,NA
"The Conservatives have raised the tax burden to a 70-year high.",NA,"305.1",NA
"We will ensure taxes on working people are kept as low as possible.",NA,"503",NA
"Labour will not increase taxes on working people, which is why we will not increase National Insurance, the basic, higher, or additional rates of Income Tax, or VAT.",NA,"503",NA
"Labour will address unfairness in the tax system.",NA,"503",NA
"We will abolish non-dom status once and for all, replacing it with a modern scheme for people genuinely in the country for a short period.",NA,"503",NA
"We will end the use of offshore trusts to avoid inheritance tax so that everyone who makes their home here in the UK pays their taxes here.",NA,"503",NA
"Private equity is the only industry where performance related pay is treated as capital gains.",NA,"503",NA
"Labour will close this loophole.",NA,"503",NA
"We will modernise HMRC and change the law to tackle tax avoidance.",NA,"303",NA
"We will increase registration and reporting requirements,",NA,"303",NA
"strengthen HMRC’s powers,",NA,"303",NA
"invest in new technology and build capacity within HMRC.",NA,"411",NA
"This, combined with a renewed focus on tax avoidance by large businesses and the wealthy, will begin to close the tax gap and ensure everyone pays their fair share.",NA,"503",NA
"Labour will stop the chaos, turn the page, and return to the foundations of national security,",NA,"605.1",NA
"secure borders,",NA,"605.1",NA
"and economic stability.",NA,"414",NA
"KICKSTART ECONOMIC GROWTH",NA,"H",NA
"Deliver economic stability with tough spending rules",NA,"414",NA
"A new partnership with business to boost growth everywhere",NA,"402",NA
"A National Wealth Fund to invest in jobs",NA,"701",NA
"Planning reform to build 1.5 million new homes",NA,"411",NA
"Devolution of power across England",NA,"301",NA
"A New Deal for Working People",NA,"701",NA
"Charlie, cafe owner and former Conservative voter",NA,NA,NA
"“Change is overdue.",NA,NA,NA
"Since we opened our cafe in June 2020 our gas and electric bill has soared.",NA,NA,NA
"Customers are feeling the pinch so some visit us less often.",NA,NA,NA
"How can we pass these costs on to customers when they can’t afford to pay more?",NA,NA,NA
"Continuing like this will ruin us.",NA,NA,NA
"I voted Conservative before but the only way out of this is Labour’s plan for economic growth.",NA,NA,NA
"Cheaper bills for us and our customers, and that bit of extra cash to spend.",NA,NA,NA
"That’s the change we need.”",NA,NA,NA
"Sustained economic growth is the only route to improving the prosperity of our country and the living standards of working people.",NA,"410",NA
"That is why it is Labour’s first mission for government.",NA,"410",NA
"It means being probusiness",NA,"402",NA
"and pro-worker.",NA,"701",NA
"We are the party of wealth creation.",NA,"410",NA
"This election follows the chaos of the Conservatives’ ‘mini-budget’ and an unprecedented fall in living standards.",NA,"503",NA
"Their miserable economic record over the past 14 years has seen productivity and wages flatlining, leaving British families significantly poorer than those in France or Germany.",NA,"410",NA
"This decline is rooted in two failures.",NA,"410",NA
"First, an inability to accept that a strong economy can only be built on the contribution of every community and every person – the many not the few.",NA,"410",NA
"Second, a failure to acknowledge that sustainable growth requires government to be a strategic partner with business – that markets must be shaped, not merely served.",NA,"402",NA
"These twin failures have led to greater economic insecurity – in the financial resilience of households, but also in our national economy – at the very time when our world has become less stable and secure.",NA,"410",NA
"The Conservatives have failed to grasp the implications of a new era of rising global competition and tension, instead leaving our economy on an increasingly shallow and insecure footing.",NA,"410",NA
"It is time to turn the page.",NA,"410",NA
"Labour will restore stability, increase investment, and reform our economy",NA,"410",NA
"It is time to turn the page. Labour will restore stability, increase investment, and reform our economy.",NA,NA,NA
"We will embrace a new approach to economic management – securonomics – that understands sustainable growth relies on a broad base and resilient foundations.",NA,"410",NA
"Our approach will depend on a dynamic and strategic state.",NA,"410",NA
"This does not mean ever-growing government, but it does mean a more active, smarter government that works in partnership with business, trade unions, local leaders, and devolved governments.",NA,"405",NA
"Labour will stop the chaos and support business through a stable policy environment – strengthening our economic institutions, and giving investors the certainty they need to fuel growth.",NA,"402",NA
"Labour will seek involvement from industry, trade unions, and civil society in our plans for growth, so they can contribute to building a stronger economy in all parts of the country.",NA,"405",NA
"We will strategically use public investment where it can unlock additional private sector investment,",NA,"410",NA
"create jobs,",NA,"701",NA
"and provide a return for taxpayers.",NA,"503",NA
"While stability and greater investment will support growth, parts of our economy require substantial reform if we are to create the wealth our country needs.",NA,"410",NA
"Britain is hampered by a planning regime that means we struggle to build either the infrastructure or housing the country needs.",NA,"411",NA
"The country remains too centralised, with the economic potential of too many regions and communities ignored.",NA,"301",NA
"Our labour market fails to provide secure jobs and, as a result, for far too many people work does not pay.",NA,"701",NA
"The innovation, dynamism and sheer hard work of British business and workers has never been in question.",NA,"410",NA
"The next Labour government will partner with them to kickstart economic growth and rebuild Britain.",NA,"410",NA
"Strategic partnership through industrial strategy",NA,"H",NA
"Labour will introduce a new industrial strategy.",NA,"404",NA
"Our approach will be mission-driven and focused on the future.",NA,"404",NA
"We will work in partnership with industry to seize opportunities and remove barriers to growth.",NA,"402",NA
"Critically, we will end short-term economic policy making with the establishment of an Industrial Strategy Council, on a statutory footing, to provide expert advice.",NA,"404",NA
"We will ensure representation on the Council from all nations and regions, business and trade unions, to drive economic growth in all parts of the country.",NA,"405",NA
"Labour will take a sectoral approach and be clear-eyed about where the UK enjoys advantages over other countries.",NA,"405",NA
"Our approach will back what makes Britain great: our excellent research institutions, professional services, advanced manufacturing, and creative industries.",NA,"410",NA
"We will ensure a pro-business environment, with a competition and regulatory framework, that supports innovation, investment, and high-quality jobs.",NA,"402",NA
"Procurement and trade policy will also be aligned with our industrial strategy priorities.",NA,"402",NA
"The innovation, dynamism and sheer hard work of British workers has never been in question",NA,NA,NA
"RICHARD WALKER OBE",NA,NA,NA
"Executive Chairman of Iceland",NA,NA,NA
"""Labour’s plan for the economy is good news for my customers and colleagues in high streets across the country.",NA,NA,NA
"Labour will bring stability, good jobs and higher living standards.",NA,NA,NA
"As a business leader, I am sick and tired of chaos under the Conservatives.",NA,NA,NA
"I am absolutely convinced that Keir Starmer is the leader to deliver the change this country needs.",NA,NA,NA
"Labour will end division, strengthen our communities and protect the environment.",NA,NA,NA
"That’s why I’ll be voting Labour and I urge you to do the same.”",NA,NA,NA
"We will work in partnership with industry to seize opportunities and remove barriers to growth",NA,NA,NA
"Financial services are one of Britain’s greatest success stories.",NA,"410",NA
"Labour will create the conditions to support innovation and growth in the sector, through supporting new technology, including Open Banking and Open Finance and ensuring a pro-innovation regulatory framework.",NA,"402",NA
"Our other great British industries need certainty over the policies that will apply to them.",NA,"402",NA
"In opposition, Labour has worked with the automotive, life sciences, and creative sectors, on the approach we will take to policy.",NA,"402",NA
"In government, we will set out plans for these and other vital sectors of the economy.",NA,"402",NA
"Boosting investment",NA,"H",NA
"Business has for too long been hampered by a government that does not work with it.",NA,"402",NA
"As a result, investment in the UK is too low.",NA,"401",NA
"To address this long-standing problem Labour will use every available lever.",NA,"401",NA
"Public investment, where it supports and de-risks additional private investment, is one important tool being used successfully across the world.",NA,"402",NA
"It can create good jobs across the country",NA,"701",NA
"and would mean British taxpayers can reap the benefits of economic growth.",NA,"503",NA
"To realise these opportunities Labour will establish a National Wealth Fund.",NA,"503",NA
"Capitalised with £7.3 billion over the course of the next Parliament, the National Wealth Fund will have a remit to support Labour’s growth and clean energy missions, making transformative investments across every part of the country.",NA,"416.2",NA
"The fund will have a target of attracting three pounds of private investment for every one pound of public investment, creating jobs across the country.",NA,"701",NA
"We plan to allocate: £1.8 billion to upgrade ports and build supply chains across the UK",NA,"411",NA
"£1.5 billion to new gigafactories so our automotive industry leads the world",NA,"411",NA
"£2.5 billion to rebuild our steel industry",NA,"410",NA
"£1 billion to accelerate the deployment of carbon capture",NA,"416.2",NA
"£500 million to support the manufacturing of green hydrogen.",NA,"416.2",NA
"Labour will also act to increase investment from pension funds in UK markets.",NA,"401",NA
"We will adopt reforms to ensure that workplace pension schemes take advantage of consolidation and scale, to deliver better returns for UK savers",NA,"503",NA
"and greater productive investment for UK PLC.",NA,"401",NA
"We will also undertake a review of the pensions landscape to consider what further steps are needed to improve pension outcomes",NA,"504",NA
"and increase investment in UK markets.",NA,"402",NA
"Business taxation",NA,"H",NA
"The business tax regime matters for investors.",NA,"402",NA
"It is not just the rates of tax that matter, but also certainty.",NA,"402",NA
"Under the Conservatives there has been constant chopping and changing – corporation tax has changed 26 times –",NA,"402",NA
"and multiple fiscal events have made drastic changes often at little notice.",NA,"402",NA
"Labour will stop the chaos, and turn the page with a strategic approach that gives certainty and allows long-term planning.",NA,"404",NA
"We are committed to one major fiscal event a year, giving families and businesses due warning of tax and spending policies.",NA,"404",NA
"We will publish a roadmap for business taxation for the next parliament which will allow businesses to plan investments with confidence.",NA,"404",NA
"Labour will cap corporation tax at the current level of 25 per cent, the lowest in the G7, for the entire parliament,",NA,"402",NA
"and we will act if tax changes in other countries pose a risk to UK competitiveness.",NA,"406",NA
"We will retain a permanent full expensing system for capital investment and the annual investment allowance for small business.",NA,"402",NA
"And we will give firms greater clarity on what qualifies for allowances to improve business investment decisions.",NA,"402",NA
"The current business rates system disincentivises investment, creates uncertainty and places an undue burden on our high streets.",NA,"402",NA
"In England, Labour will replace the business rates system, so we can raise the same revenue but in a fairer way.",NA,"402",NA
"This new system will level the playing field between the high street and online giants, better incentivise investment, tackle empty properties",NA,"403",NA
"and support entrepreneurship.",NA,"402",NA
"Labour will stop the chaos, and turn the page with a strategic approach that gives certainty and allows longterm planning",NA,NA,NA
"Economic infrastructure",NA,"H",NA
"Britain is grinding to a halt.",NA,"411",NA
"Rail cancellations are at record levels,",NA,"411",NA
"energy prices have risen faster here than in any other country in Western Europe,",NA,"403",NA
"and not a single reservoir has been built in the last 30 years.",NA,"411",NA
"This is not an accident.",NA,"411",NA
"Conservative chaos has seen major projects abandoned, decades-long delays, cost overruns, uncertainty for supply chains, and our infrastructure crumbling.",NA,"411",NA
"We need to forge ahead with new roads, railways, reservoirs, and other nationally significant infrastructure",NA,NA,NA
"Labour will end this chaos by developing a ten-year infrastructure strategy, aligned with our industrial strategy and regional development priorities,",NA,"411",NA
"including improving rail connectivity across the north of England.",NA,"411",NA
"The strategy will guide investment plans and give the private sector certainty about the project pipeline.",NA,"411",NA
"We will work closely with business to map and address the delivery challenges we face.",NA,"411",NA
"We will create a new National Infrastructure and Service Transformation Authority, bringing together existing bodies, to set strategic infrastructure priorities and oversee the design, scope, and delivery of projects.",NA,"411",NA
"The current planning regime acts as a major brake on economic growth.",NA,"411",NA
"Labour will make the changes we need to forge ahead with new roads, railways, reservoirs, and other nationally significant infrastructure.",NA,"411",NA
"We will set out new national policy statements, make major projects faster and cheaper by slashing red tape, and build support for developments by ensuring communities directly benefit.",NA,"411",NA
"We will also update national planning policy to ensure the planning system meets the needs of a modern economy, making it easier to build laboratories, digital infrastructure, and gigafactories.",NA,"411",NA
"Labour will ensure economic regulation supports growth and investment,",NA,"410",NA
"promotes competition,",NA,"403",NA
"works for consumers,",NA,"403",NA
"and enables innovation.",NA,"411",NA
"In an ever more connected world, Britain’s communication network is also vital.",NA,"411",NA
"Under the Conservatives, investment in 5G is falling behind other countries",NA,"411",NA
"and the rollout of gigabit broadband has been slow.",NA,"411",NA
"Labour will make a renewed push to fulfil the ambition of full gigabit and national 5G coverage by 2030.",NA,"411",NA
"Royal Mail remains a key part of the UK’s infrastructure.",NA,"403",NA
"Labour will ensure that any proposed takeover is robustly scrutinised and that appropriate guarantees are forthcoming that protect the interests of the workforce, customers and the United Kingdom, including the need to maintain a comprehensive universal service obligation.",NA,"403",NA
"Labour will also explore new business and governance models for Royal Mail so that workers and customers who rely on Royal Mail services can have a stronger voice in the governance and strategic direction of the company.",NA,"403",NA
"A modern transport network",NA,"H",NA
"Rebuilding Britain means modernising our transport infrastructure.",NA,"411",NA
"Our road network is plagued by long-promised projects that are never delivered.",NA,"411",NA
"The potholes cratering our roads are a visible sign of the decline after 14 years of Conservative rule.",NA,"411",NA
"Cars remain by far the most popular form of transport.",NA,"411",NA
